Standardized_Contract,Contract_Type,Group_Name,Country,Region,Exchange_Name,Parent_Name,Volume,Volume_M_Change,Volume_Y_Change, Volume_YTD ,Volume_YTD_Change,Open_Interest,Open_Interest_M_Change,Open_Interest_Y_Change, Open_Interest_YTD ,Open_Interest_YTD_Change
London Lead Mini,Future,Metals,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,45,9.80%,2150.00%, 128 ,1728.60%,0,-100.00%,, 7 ,133.30%
RMB Currency - AUD/CNH,Future,Currencies,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,66,-23.30%,65.00%, 245 ,295.20%,0,-100.00%,-100.00%, 100 ,809.10%
London Nickel Mini,Future,Metals,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,12,-40.00%,-99.10%, 278 ,-97.20%,2,,-98.00%, 66 ,-83.50%
London Zinc Mini,Future,Metals,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,146,873.30%,-81.10%, 389 ,-96.60%,2,-83.30%,-97.00%, 72 ,-92.40%
London Aluminium Mini,Future,Metals,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,266,786.70%,81.00%, 760 ,-49.30%,10,-47.40%,-76.20%, 71 ,-87.30%
CES China 120 Index,Future,Equity,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,244,141.60%,597.10%, 911 ,111.40%,16,0.00%,60.00%, 120 ,11.10%
Hang Seng Mainland Oil & Gas Index,Future,Equity,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,342,-45.70%,," 1,377 ",,25,-72.50%,, 140 ,
Hang Seng Mainland Properties Index,Future,Equity,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,"1,546",14.90%,," 3,189 ",,28,27.30%,, 62 ,
RMB Currency - JPY/CNH,Future,Currencies,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,104,15.60%,147.60%, 237 ,-36.30%,37,2.80%,825.00%, 121 ,255.90%
London Copper Mini,Future,Metals,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,37,-71.10%,-88.10%, 543 ,-82.60%,80,0.00%,300.00%, 196 ,-40.80%
Hang Seng Mainland Banks Index,Future,Equity,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,"1,176",-11.80%,19500.00%," 3,918 ",4205.50%,124,85.10%,6100.00%, 296 ,3188.90%
RMB Currency - EUR/CNH,Future,Currencies,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,317,-11.90%,126.40%," 1,368 ",127.20%,127,84.10%,154.00%, 702 ,336.00%
5 Year China Ministry of Finance Treasury Bond,Future,Interest Rates,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,35,-94.90%,," 8,409 ",,135,-79.80%,," 3,467 ",
Gold (USD),Future,Metals,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,"4,740",6.60%,," 13,459 ",,167,7.70%,, 455 ,
3 Month Hibor,Future,Interest Rates,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,298,29700.00%,, 308 ,2466.70%,310,545.80%,, 646 ,16050.00%
Gold (CNH),Future,Metals,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,"8,292",-5.90%,," 31,871 ",,619,22.30%,," 1,459 ",
RMB Currency - CNH/USD,Future,Currencies,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,"1,438",64.20%,174.40%," 9,481 ",628.70%,866,-12.10%,79.70%," 11,250 ",829.80%
RMB Currency - USD/CNH,Option,Currencies,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,"2,756",113.50%,," 8,961 ",,"3,291",42.80%,," 9,592 ",
Mini H-Shares Index,Future,Equity,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,"299,129",-7.20%,-32.30%," 2,591,367 ",-32.20%,"4,473",1.00%,-11.40%," 42,179 ",-13.20%
Mini H-shares Index,Option,Equity,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,"33,191",-7.90%,-44.30%," 263,734 ",342.60%,"4,657",-6.40%,-14.40%," 40,580 ",645.80%
All Futures on Individual Equities,Future,Equity,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,"5,782",-47.20%,-65.50%," 97,089 ",-47.60%,"5,243",-16.80%,29.80%," 52,325 ",-19.60%
Mini Hang Seng Index,Option,Equity,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,"116,949",-17.50%,-14.90%," 1,196,245 ",19.30%,"8,429",-54.60%,-10.00%," 113,981 ",30.60%
Mini Hang Seng Index,Future,Equity,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,"999,094",-13.30%,-13.00%," 7,910,550 ",-16.80%,"9,313",1.30%,1.80%," 89,565 ",0.90%
HSI Dividend Point Index,Future,Equity,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,400,-84.90%,300.00%," 11,428 ",-26.10%,"11,422",2.70%,61.30%," 72,442 ",27.60%
Flexible H-shares Index,Option,Equity,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,0,,-100.00%," 5,000 ",-54.20%,"16,666",0.00%,22.80%," 126,314 ",-13.10%
RMB Currency - USD/CNH,Future,Currencies,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,"83,180",48.40%,147.80%," 535,537 ",57.30%,"22,036",-3.90%,-33.90%," 317,358 ",22.20%
HSCEI Dividend Point Index,Future,Equity,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,"25,122",-54.70%,-56.60%," 416,043 ",-16.30%,"116,855",-2.60%,-25.80%," 1,069,618 ",-23.00%
Hang Seng Index,Future,Equity,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,"2,740,579",-8.80%,-5.00%," 22,121,790 ",-11.30%,"161,569",-2.10%,2.50%," 1,401,301 ",28.60%
H-Shares Index,Future,Equity,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,"2,269,690",-12.80%,-22.60%," 21,800,194 ",-14.40%,"289,770",0.80%,-17.10%," 2,777,571 ",-14.20%
Hang Seng Index,Option,Equity,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,"838,354",-24.70%,-4.90%," 7,285,109 ",3.50%,"408,078",-7.80%,45.30%," 3,225,631 ",41.00%
H-shares Index,Option,Equity,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,"1,764,346",-3.00%,-15.40%," 15,097,992 ",3.60%,"2,913,158",-2.40%,13.80%," 24,715,154 ",17.80%
All options on Individual Equities,Option,Equity,Hong Kong,Asia,Hong Kong Exchanges and Clearing,Hong Kong Exchanges and Clearing,"8,304,039",-29.30%,12.10%," 73,747,309 ",34.20%,"7,937,540",-12.20%,31.30%," 69,133,871 ",28.70%
Canola,Option,Agriculture,Canada,North America,ICE Futures Canada,Intercontinental Exchange,"22,934",12.80%,-11.00%," 120,850 ",-11.80%,"52,906",23.10%,-9.70%," 280,540 ",7.90%
Canola,Future,Agriculture,Canada,North America,ICE Futures Canada,Intercontinental Exchange,"390,755",30.80%,-4.00%," 3,872,870 ",-12.50%,"181,821",21.90%,-10.40%," 1,466,713 ",-6.50%
Euribor 3 Year 0.00% Interest Rate,Future,Interest Rates,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,941,68.60%,11.90%," 6,291 ",323.40%,0,-100.00%,-100.00%," 4,173 ",210.00%
ERIS Standard EUR 2 Year 0.50% Interest Rate,Future,Interest Rates,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"1,320",371.40%,33.30%," 2,251 ",127.40%,0,-100.00%,-100.00%, 878 ,125.10%
EUA UK Auction,Future,Other,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"17,078",99.90%,22.40%," 160,686 ",27.90%,0,,,,
EUA Phase 3 Daily,Future,Other,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"49,968",16.00%,211.90%," 252,077 ",45.00%,0,,,,
MSCI World Consumer Disc NTR (USD) Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,315,1025.00%,-90.00%," 13,030 ",55.30%,15,-97.70%,-99.00%," 20,368 ",158.70%
MSCI EM Lat Am Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,0,,, 48 ,-99.00%,24,0.00%,-76.20%, 264 ,-96.80%
EUAA,Future,Other,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,1,,, 26 ,-95.10%,25,0.00%,-94.30%, 250 ,-91.50%
ERIS Standard GBP 3 Year 0.75% Interest Rate,Future,Interest Rates,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"2,657",171.10%,," 4,387 ",,88,-81.30%,, 998 ,
MSCI World Materials Net TR USD Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,214,435.00%,151.80%," 22,788 ",410.10%,89,-79.90%,-91.10%," 25,145 ",358.90%
ERIS Standard EUR 5 Year 0.25% Interest Rate,Future,Interest Rates,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,901,2903.30%,," 1,413 ",,100,-66.70%,, 890 ,
MSCI Japan Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,250,2400.00%,257.10%, 793 ,69.80%,121,-10.40%,157.40%," 1,039 ",218.70%
MSCI Europe Ex UK Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,297,,-5.70%, 884 ,-43.10%,149,0.70%,-3.90%," 1,325 ",-5.80%
MSCI AC Asia Pacific Ex Japan,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,318,960.00%,-80.30%," 1,287 ",-79.40%,159,-32.10%,-68.30%," 2,601 ",-66.90%
GCF Repo Mortgage Backed Securities Index,Future,Interest Rates,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,275,21.70%,22.20%," 2,206 ",-20.50%,175,-36.40%,-22.20%," 2,667 ",-14.40%
ERIS Standard EUR 5 Year 0.00% Interest Rate,Future,Interest Rates,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,250,,, 250 ,,250,,, 250 ,
MSCI Europe Financials NTR (EUR) Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,548,,9.60%," 1,537 ",-69.30%,274,0.00%,40.50%," 2,183 ",-66.10%
MSCI Europe Materials NTR (EUR) Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,652,918.80%,1178.40%," 2,409 ",-39.00%,327,-15.90%,541.20%," 3,240 ",-28.60%
ERIS Standard EUR 2 Year 0.00% Interest Rate,Future,Interest Rates,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"2,454",470.70%,-12.20%," 9,164 ",54.80%,365,-34.70%,-27.60%," 5,269 ",215.50%
MSCI Europe Consumer Disc NTR (EUR) Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,865,408.80%,-17.00%," 4,124 ",-21.20%,440,-34.50%,15.20%," 4,698 ",-7.40%
ERIS Standard GBP 10 Year 1.75% Interest Rate,Future,Interest Rates,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"1,540",156.70%,-55.00%," 4,022 ",17.60%,490,44.10%,63.30%," 1,434 ",378.00%
MSCI World Health Care Net TR USD Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"1,041",2265.90%,277.20%," 17,859 ",200.90%,503,-79.70%,-77.30%," 20,619 ",140.80%
Medium Gilt,Future,Interest Rates,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,823,-50.50%,-50.30%," 15,711 ",-12.90%,590,-29.50%,-27.20%," 12,819 ",21.90%
ERIS Standard EUR 3 Year 0.25% Interest Rate,Future,Interest Rates,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,996,,, 996 ,,646,,, 646 ,
UK Feed Wheat,Option,Agriculture,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,6,-25.00%,-91.50%, 688 ,-69.10%,651,-0.90%,-61.90%," 4,561 ",-65.20%
Eurodollar,Future,Interest Rates,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,15,50.00%,-75.00%," 1,657 ",67.20%,670,-61.90%,-90.70%," 23,409 ",-77.80%
MSCI USA Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,550,,-80.10%," 40,653 ",55.30%,906,0.00%,-95.00%," 52,930 ",-64.50%
German Natural Gas,Future,Energy,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,80,-59.40%,-83.30%," 2,152 ",261.70%,927,8.20%,930.00%," 3,469 ",125.30%
MSCI World Industrials Net TR USD Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"3,186",8510.80%,4387.30%," 12,578 ",132.10%,"1,190",-46.10%,47.60%," 18,300 ",281.30%
FTSE 100 Equally Weighted TR Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"2,520",,-2.80%," 8,696 ",-2.90%,"1,260",0.00%,-2.80%," 11,303 ",-18.70%
Swapnote € - 10 Year,Future,Interest Rates,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"2,678",9818.50%,5.40%," 7,749 ",-49.20%,"1,307",-1.30%,21.90%," 10,297 ",-30.90%
Short Gilt,Future,Interest Rates,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"1,610",-41.20%,-35.50%," 16,867 ",-50.90%,"1,342",-17.00%,-38.60%," 17,241 ",-16.20%
MSCI World Energy Net TR USD Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"2,984",9846.70%,715.30%," 20,194 ",1203.70%,"2,153",10.10%,976.50%," 28,928 ",1503.50%
3 Month Euribor 4 Year Mid Curve,Option,Interest Rates,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,0,,," 3,500 ",,"2,500",0.00%,," 14,500 ",
Italian PSV Natural Gas,Future,Energy,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,55,-95.80%,-69.40%," 5,635 ",682.60%,"2,545",-5.60%,1936.00%," 19,155 ",797.20%
MSCI Switzerland Net Total Return CHF - Standard Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,264,,-12.00%," 4,746 ",-5.20%,"2,837",0.00%,-27.00%," 26,712 ",-1.40%
MSCI World Min Volatility NTR (USD) Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"6,034",,402.00%," 10,293 ",97.50%,"2,977",4.20%,395.30%," 11,295 ",49.60%
White Sugar,Option,Agriculture,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"2,750",175.00%,31.00%," 6,443 ",-38.20%,"3,270",215.90%,-2.80%," 18,920 ",-22.20%
FTSE 100 Euro FLEX Index,Option,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"2,315",3.50%,-55.00%," 30,811 ",-25.40%,"3,626",-3.60%,-39.50%," 33,744 ",-16.40%
FTSE 250 Index FLEX,Option,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"1,170",38.00%,-18.20%," 6,948 ",-45.10%,"4,010",-29.10%,-38.60%," 50,793 ",-17.80%
FTSE 100 Declared Dividend,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,0,,-100.00%, 310 ,-86.50%,"4,610",0.00%,-1.90%," 42,470 ",-21.50%
MSCI World Net Total Return EUR Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"10,223",4838.60%,27.20%," 54,303 ",18.80%,"5,204",-38.90%,13.50%," 60,462 ",36.50%
MSCI World Real Estate NTR Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"12,745",121.70%,," 79,243 ",,"5,902",-13.80%,," 78,366 ",
Swapnote € - 5 Year,Future,Interest Rates,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"23,175",449.60%,-45.50%," 129,968 ",-28.30%,"6,259",-19.00%,-50.70%," 82,757 ",-21.40%
MSCI World Telecom Net TR USD Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"13,386",43080.60%,416.80%," 41,241 ",189.50%,"7,213",24.60%,548.70%," 54,303 ",246.70%
Belgian Power,Future,Energy,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"2,899",161.20%,42.50%," 12,024 ",-25.50%,"7,645",-4.30%,-30.10%," 76,521 ",-23.40%
MSCI World Utilities Net TR USD Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"15,203",3047.60%,538.80%," 42,819 ",541.30%,"7,693",1.30%,244.70%," 59,059 ",761.40%
UK Electricity Peak,Future,Energy,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"1,175",205.20%,-81.90%," 18,110 ",-10.90%,"8,045",-5.10%,-10.40%," 94,005 ",37.90%
Richards Bay Coal,Future,Energy,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"4,729",22.30%,5.50%," 43,556 ",-37.10%,"8,437",27.50%,-14.70%," 68,421 ",-45.10%
UK Feed Wheat,Future,Agriculture,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"6,541",-33.90%,-33.20%," 70,480 ",-7.70%,"8,651",3.10%,-29.50%," 88,358 ",-19.40%
MSCI World IT Net TR USD Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"14,882",,730.50%," 26,620 ",387.70%,"9,414",73.60%,729.40%," 32,995 ",432.00%
MSCI World Consumer Stap NTR (USD) Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"19,305",7844.40%,802.90%," 45,298 ",1198.70%,"9,993",8.00%,835.70%," 61,019 ",2381.50%
MSCI EMU Net Total Return EUR - Standard Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,0,,-100.00%," 11,737 ",-34.60%,"10,414",0.00%,-36.60%," 96,372 ",-10.00%
GCF Repo US Treasury Index,Future,Interest Rates,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"18,431",29.90%,20.70%," 185,495 ",65.30%,"11,831",54.50%,10.40%," 99,707 ",-3.50%
MSCI World Financials Net TR USD Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"31,621",13186.10%,780.10%," 91,054 ",535.20%,"13,266",-29.30%,353.70%," 120,015 ",953.70%
Swapnote € - 2 Year,Future,Interest Rates,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"37,999",129.70%,-44.80%," 162,429 ",-39.20%,"13,862",-6.40%,-43.20%," 104,430 ",-36.40%
CER,Future,Other,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,476,-36.00%,-91.70%," 8,725 ",-57.80%,"14,416",-1.00%,-40.50%," 119,795 ",-38.60%
MSCI Emerging Markets Net TR EUR Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"30,253",7069.00%,-12.60%," 87,052 ",-29.70%,"18,178",-4.80%,13.80%," 135,315 ",11.20%
MSCI All Countries Asia Ex Japan Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"42,486",5744.00%,-37.40%," 131,484 ",-38.90%,"20,429",0.20%,-29.10%," 149,417 ",-42.90%
MSCI Brazil Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"29,297",107.30%,368.20%," 115,799 ",614.90%,"21,541",8.10%,830.50%," 151,096 ",636.40%
Heating Oil,Future,Energy,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"529,203",-2.80%,33.00%," 3,997,923 ",13.10%,"22,931",9.20%,-4.50%," 242,532 ",51.20%
gC Newcastle Coal,Future,Energy,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"16,153",0.30%,-64.70%," 215,236 ",-10.70%,"28,095",9.90%,-32.80%," 275,768 ",-21.10%
NY Harbor (RBOB) Gasoline (Monthly),Future,Energy,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"290,690",-34.20%,-42.90%," 4,339,235 ",5.20%,"29,995",0.10%,-6.60%," 265,637 ",28.10%
gC Newcastle Coal,Option,Energy,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"2,100",75.00%,-65.00%," 64,386 ",-1.60%,"34,236",4.60%,-1.60%," 289,086 ",-1.70%
FTSE 250 £2,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"95,930",1043.40%,16.90%," 354,906 ",-6.10%,"34,247",5.10%,24.50%," 283,129 ",3.30%
MSCI Pacific ex Japan Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"86,021",1998.60%,-13.70%," 284,707 ",2.70%,"37,228",-9.90%,8.50%," 321,157 ",5.30%
MSCI Europe Net Total Return EUR Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"136,953",2335.20%,102.90%," 343,894 ",133.70%,"37,416",-4.30%,55.40%," 328,633 ",46.10%
MSCI Europe Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"91,985",,-21.40%," 312,133 ",-13.10%,"40,518",-21.30%,-30.80%," 461,362 ",-9.60%
Russell UK MID 150 NTR Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"80,804",4878.70%,215.40%," 241,040 ",491.80%,"41,035",1.30%,220.40%," 321,863 ",880.90%
Dutch Power,Future,Energy,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"17,790",46.20%,69.70%," 119,445 ",11.00%,"42,641",3.10%,-11.20%," 364,103 ",-6.30%
MSCI AWI NTR Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"84,684",33.60%,," 283,665 ",,"59,082",1.90%,," 244,874 ",
Gasoil,Option,Energy,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"26,480",53.50%,61.00%," 143,240 ",-25.20%,"62,556",19.60%,-20.80%," 434,097 ",-34.80%
MSCI India Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"36,790",-53.00%,13.50%," 312,162 ",112.20%,"63,656",-9.40%,108.40%," 472,148 ",100.50%
3 Month Sterling 3 Year Mid Curve,Option,Interest Rates,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"24,000",1400.00%,-30.80%," 157,250 ",-4.30%,"65,000",31.30%,47.10%," 374,268 ",15.80%
White Sugar,Future,Agriculture,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"312,925",42.20%,18.10%," 2,182,682 ",4.40%,"76,834",-15.00%,-15.50%," 811,916 ",-5.90%
Robusta Coffee 10 Tonne,Option,Agriculture,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"80,459",45.00%,-17.90%," 755,063 ",27.00%,"93,528",26.00%,-3.70%," 1,020,107 ",52.10%
Rotterdam Coal,Future,Energy,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"92,768",54.90%,-21.60%," 716,787 ",-21.40%,"93,855",5.40%,-19.10%," 977,775 ",-3.80%
Robusta Coffee 10 Tonne,Future,Agriculture,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"328,361",-18.40%,-2.80%," 3,437,124 ",5.70%,"98,551",1.10%,-16.90%," 1,148,129 ",11.50%
MSCI World Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"273,678",991.70%,77.70%," 1,004,371 ",81.20%,"108,122",-5.00%,58.90%," 903,576 ",73.70%
Rotterdam Coal,Option,Energy,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"29,355",32.20%,-37.90%," 228,354 ",-64.40%,"136,455",8.70%,-55.30%," 840,117 ",-59.00%
MSCI Emerging Markets (EM) Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"259,330",1293.30%,194.90%," 770,070 ",43.00%,"144,283",22.20%,73.60%," 998,525 ",32.80%
EUA,Option,Other,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"125,263",198.80%,130.10%," 442,705 ",16.60%,"159,673",23.20%,-8.50%," 976,896 ",-17.20%
FTSE 100 Dividend Index,Future,Equity,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"24,165",116.20%,603.50%," 321,369 ",39.70%,"161,890",0.50%,-15.20%," 1,367,853 ",-18.10%
Cocoa,Option,Agriculture,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"76,254",-36.90%,-64.40%," 1,077,995 ",-50.10%,"189,359",19.80%,-31.40%," 1,971,866 ",-46.30%
3 Month Euroswiss,Future,Interest Rates,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"467,134",26.50%,-23.60%," 5,287,785 ",29.00%,"198,378",-10.30%,-10.60%," 2,074,482 ",15.80%
Dutch TTF Gas,Option,Energy,United Kingdom,Europe,ICE Futures Europe,Intercontinental Exchange,"60,060",9.00%,49.50%," 486,130 ",9.50%,"240,640",11.10%,14.70%," 2,132,770 ",22.50%
