Standardized_Contract,Contract_Type,Group_Name,Country,Region,Exchange_Name,Parent_Name,Volume,Volume_M_Change,Volume_Y_Change,Volume_YTD,Volume_YTD_Change,Open_Interest,Open_Interest_M_Change,Open_Interest_Y_Change,Open_Interest_YTD,Open_Interest_YTD_Change
Euro Stoxx Automobiles & Parts,Future,Equity,Germany,Europe,Eurex,Eurex,"14,049",279.3%,-22.7%,62617,-22.9%,"3,615",-31.0%,-27.3%,38410,14.8%
MSCI Europe,Option,Equity,Germany,Europe,Eurex,Eurex,0,,,3623,-94.3%,"3,623",0.0%,-87.2%,53361,-89.6%
Stoxx Europe 600 Chemicals,Future,Equity,Germany,Europe,Eurex,Eurex,"14,995",166.1%,41.3%,72480,16.4%,"3,707",-0.5%,2.7%,36829,8.0%
MSCI Europe GTR (USD) (FMGU),Future,Equity,Germany,Europe,Eurex,Eurex,0,,,3762,,"3,708",-0.2%,,23296,
MSCI USA Value Weighted NTR (USD) (FMUV),Future,Equity,Germany,Europe,Eurex,Eurex,"9,146",2077.6%,33774.1%,26589,792.8%,"3,789",-21.9%,25160.0%,33270,2447.5%
Euro-OAT,Option,Interest Rates,Germany,Europe,Eurex,Eurex,"4,200",-30.3%,,79148,,"3,800",-26.9%,,71752,
Swiss Government Bond (CONF),Future,Interest Rates,Germany,Europe,Eurex,Eurex,"13,230",68.1%,-15.0%,80500,9.6%,"4,309",-15.6%,24.9%,40675,7.3%
Swiss Market Index Mid-Cap (SMIM),Future,Equity,Germany,Europe,Eurex,Eurex,"14,082",161.1%,-33.4%,100532,-21.8%,"4,364",-22.1%,-14.3%,49853,-16.1%
Bloomberg Energy Sub-index,Future,Other,Germany,Europe,Eurex,Eurex,"14,149",188.7%,23.4%,47207,-14.9%,"4,469",115.4%,16.4%,21975,-27.8%
MSCI Europe (FMEP),Future,Equity,Germany,Europe,Eurex,Eurex,196,-98.6%,-98.8%,43286,-41.6%,"4,484",-49.4%,-47.0%,109349,-4.1%
Euro Stoxx Telecommunications,Future,Equity,Germany,Europe,Eurex,Eurex,"15,409",232.6%,-59.5%,103478,-26.6%,"4,514",29.2%,-56.0%,44474,-40.8%
Stoxx Europe 600 Construction & Materials,Future,Equity,Germany,Europe,Eurex,Eurex,"17,252",239.3%,-25.8%,75041,-34.7%,"4,519",-22.8%,-37.3%,42176,-33.7%
Stoxx Europe 600 Industrial Goods & Services,Option,Equity,Germany,Europe,Eurex,Eurex,0,-100.0%,-100.0%,35038,-20.5%,"4,800",-40.1%,75.4%,74404,223.0%
TecDAX,Future,Equity,Germany,Europe,Eurex,Eurex,"13,516",296.5%,-2.3%,64237,-19.4%,"4,862",-1.8%,3.4%,49565,3.4%
Stoxx Europe 600 Retail,Future,Equity,Germany,Europe,Eurex,Eurex,"15,550",298.1%,64.2%,70146,30.6%,"5,196",17.2%,227.6%,31477,7.9%
Stoxx Europe 600 Travel & Leisure,Future,Equity,Germany,Europe,Eurex,Eurex,"13,635",181.6%,-13.9%,75472,-14.9%,"5,223",16.7%,23.5%,39709,-25.5%
MSCI Chile,Future,Equity,Germany,Europe,Eurex,Eurex,"15,913",8839.9%,1200.1%,41386,1102.7%,"5,660",-17.9%,823.3%,41576,917.5%
MSCI Europe (FMEN),Future,Equity,Germany,Europe,Eurex,Eurex,"2,575",148.6%,-45.1%,24440,0.7%,"6,080",0.8%,270.3%,49473,74.3%
Euro-Bono,Future,Interest Rates,Germany,Europe,Eurex,Eurex,"25,089",279.6%,-0.9%,164040,53.0%,"6,110",13.4%,42.3%,44102,10.9%
MSCI Philippines,Future,Equity,Germany,Europe,Eurex,Eurex,"6,892",17.4%,279.1%,28658,947.1%,"6,116",4.9%,198.8%,41233,277.5%
OMX-Helsinki 25,Future,Equity,Germany,Europe,Eurex,Eurex,"14,898",352.1%,-69.6%,60573,-36.3%,"6,160",7.6%,-69.8%,37847,-13.3%
Euro Stoxx Select Dividend 30 Index Dividend,Future,Equity,Germany,Europe,Eurex,Eurex,0,,-100.0%,6080,-55.1%,"6,294",0.0%,-58.5%,53143,-63.0%
iShares DAX® UCITS ETF (DE),Option,Equity,Germany,Europe,Eurex,Eurex,"3,342",-38.7%,204.6%,14854,-27.0%,"6,416",5.8%,-1.4%,38442,-28.2%
Stoxx Europe 600 Media,Future,Equity,Germany,Europe,Eurex,Eurex,"16,441",170.7%,134.3%,80964,1.5%,"6,457",4.4%,331.3%,42078,-8.7%
Stoxx Europe Small 200 Index,Option,Equity,Germany,Europe,Eurex,Eurex,0,,,6525,954.1%,"6,525",0.0%,,26100,833.8%
Stoxx Europe 600 Personal & Household Goods,Future,Equity,Germany,Europe,Eurex,Eurex,"23,541",487.8%,175.0%,86279,53.0%,"6,652",46.1%,206.7%,43344,64.4%
Euro Stoxx Insurance,Future,Equity,Germany,Europe,Eurex,Eurex,"35,221",328.5%,15.8%,221593,-1.0%,"7,058",-8.5%,2.3%,116492,14.0%
MSCI EMU NTR (EUR) (FMMU),Future,Equity,Germany,Europe,Eurex,Eurex,"14,223",,2744.6%,27023,1024.1%,"7,099",24.5%,2739.6%,24212,1017.8%
MSCI EAFE Price Index (FMFP),Future,Equity,Germany,Europe,Eurex,Eurex,"4,625",43.2%,,9461,,"7,267",92.9%,,12894,
MDAX,Future,Equity,Germany,Europe,Eurex,Eurex,"23,697",122.2%,-18.5%,133596,-33.2%,"7,269",-3.1%,8.6%,61342,-15.0%
Euro Stoxx Oil & Gas,Option,Equity,Germany,Europe,Eurex,Eurex,1,-100.0%,-100.0%,15700,-13.2%,"7,407",-27.0%,-48.9%,71815,-35.3%
Stoxx Europe 600 Financial Services,Future,Equity,Germany,Europe,Eurex,Eurex,"24,702",642.7%,296.1%,84761,59.0%,"7,946",-6.6%,383.9%,57443,40.0%
Mini-DAX,Future,Equity,Germany,Europe,Eurex,Eurex,"474,596",-23.9%,-37.2%,4482312,-2.2%,"8,104",-36.3%,-32.3%,88450,17.9%
iStoxx Europe Value Factor Index (FXFV),Future,Equity,Germany,Europe,Eurex,Eurex,"21,811",5550.5%,,35355,,"8,640",7.8%,,31954,
Stoxx Europe 600 Food & Beverage,Future,Equity,Germany,Europe,Eurex,Eurex,"29,634",467.6%,9.3%,155245,-21.5%,"8,676",-25.1%,25.8%,107889,-0.4%
MSCI Hong Kong,Future,Equity,Germany,Europe,Eurex,Eurex,"10,231",47.3%,97.2%,56664,689.5%,"9,071",-4.4%,251.0%,66957,864.2%
Stoxx Europe 600 Real Estate,Future,Equity,Germany,Europe,Eurex,Eurex,"26,098",411.9%,114.5%,128568,21.0%,"9,330",26.5%,112.3%,67152,-8.5%
Stoxx Global Select Dividend 100 Index,Option,Equity,Germany,Europe,Eurex,Eurex,0,,-100.0%,14716,-45.3%,"9,738",0.0%,-61.0%,105682,-27.9%
MSCI Russia,Future,Equity,Germany,Europe,Eurex,Eurex,"14,504",154.9%,159.5%,44903,614.8%,"10,044",-16.8%,301.3%,57915,1847.4%
Stoxx Europe 600 Utilities,Option,Equity,Germany,Europe,Eurex,Eurex,"6,694",154.1%,1285.9%,38985,159.7%,"10,408",169.4%,177.1%,58665,20.1%
MSCI World (FMWP),Future,Equity,Germany,Europe,Eurex,Eurex,"2,261",191.7%,615.5%,26277,4669.0%,"10,543",-19.1%,3247.0%,51625,7070.1%
Euro Stoxx Oil & Gas,Future,Equity,Germany,Europe,Eurex,Eurex,"42,336",231.0%,-37.4%,256569,-21.9%,"10,605",-15.0%,-23.9%,121975,-13.4%
Stoxx Europe 600 Insurance,Option,Equity,Germany,Europe,Eurex,Eurex,"10,000",237.3%,296.4%,17161,148.1%,"10,758",238.3%,876.2%,23003,172.7%
Stoxx Europe 600 Technology,Future,Equity,Germany,Europe,Eurex,Eurex,"42,193",289.5%,92.2%,179135,54.2%,"10,807",-24.1%,58.1%,95700,32.5%
MSCI Pacific NTR (USD) (FMPA),Future,Equity,Germany,Europe,Eurex,Eurex,"23,550",232.5%,301.3%,89155,1404.0%,"11,010",-1.7%,275.3%,85393,2810.5%
Stoxx Europe Mid 200,Future,Equity,Germany,Europe,Eurex,Eurex,"33,936",507.5%,-8.4%,142808,-29.0%,"11,304",-10.8%,-25.4%,121952,-16.7%
MSCI Emerging Markets Asia (OMEA),Option,Equity,Germany,Europe,Eurex,Eurex,"2,975",,,11362,72.7%,"11,362",35.5%,178.7%,77975,191.5%
MSCI France GTR (EUR) (FMGF),Future,Equity,Germany,Europe,Eurex,Eurex,"23,180",,,34770,,"11,590",0.0%,,42430,
MSCI Emerging Markets NTR (EUR) (OMEN),Option,Equity,Germany,Europe,Eurex,Eurex,0,,,16406,-52.9%,"11,643",0.0%,-11.2%,106551,29.2%
Stoxx Europe 600 Real Estate,Option,Equity,Germany,Europe,Eurex,Eurex,0,-100.0%,,11750,,"11,750",0.0%,,23500,
Stoxx Europe 600 Healthcare,Future,Equity,Germany,Europe,Eurex,Eurex,"50,012",230.2%,-19.9%,302401,10.0%,"12,447",-12.8%,-30.0%,169332,5.2%
iShares Euro Stoxx 50 UCITS ETF,Option,Equity,Germany,Europe,Eurex,Eurex,"24,705",14.3%,339.3%,201175,-10.9%,"13,021",-64.5%,-13.4%,262311,21.8%
Euro Stoxx Small,Future,Equity,Germany,Europe,Eurex,Eurex,"36,343",361.3%,-27.9%,122673,-35.1%,"13,224",11.6%,15.9%,77074,-46.7%
Dax 1st Friday Weekly,Option,Equity,Germany,Europe,Eurex,Eurex,"30,813",-63.1%,-15.6%,467422,1.1%,"14,004",-39.3%,-5.4%,156961,4.7%
MSCI South Africa,Future,Equity,Germany,Europe,Eurex,Eurex,"28,230",324.9%,1673.2%,71637,2785.1%,"14,009",17.4%,1673.3%,75788,4363.4%
Euro Stoxx Utilities,Option,Equity,Germany,Europe,Eurex,Eurex,"3,481",-54.8%,73.7%,45467,-48.2%,"14,041",-43.6%,-36.0%,150829,-55.0%
Stoxx Europe 600 Telecommunications,Option,Equity,Germany,Europe,Eurex,Eurex,"4,142",,8.3%,33582,140.0%,"14,199",37.6%,272.0%,78848,352.6%
Euro Stoxx 50 Index - 4th Friday,Option,Equity,Germany,Europe,Eurex,Eurex,"294,232",-23.0%,-42.2%,5121304,33.9%,"14,884",-12.9%,3222.3%,142737,324.5%
MSCI Malaysia,Future,Equity,Germany,Europe,Eurex,Eurex,"15,051",-24.1%,372.7%,88353,1611.3%,"16,266",-8.9%,412.2%,122961,756.9%
All Options on Great Britain Equities,Option,Equity,Germany,Europe,Eurex,Eurex,"8,038",-27.4%,-76.9%,83463,-55.0%,"16,635",-33.4%,-66.2%,235499,-41.1%
Stoxx Europe 600 Industrial Goods & Services,Future,Equity,Germany,Europe,Eurex,Eurex,"75,626",333.7%,-8.7%,231614,-20.4%,"17,051",-21.4%,-45.2%,124175,-40.1%
MSCI Mexico,Future,Equity,Germany,Europe,Eurex,Eurex,"29,910",69.2%,6170.4%,133134,4178.1%,"18,116",-29.8%,6788.2%,163307,5291.4%
Stoxx Europe 50 Index,Option,Equity,Germany,Europe,Eurex,Eurex,"2,104",,1795.5%,8651,-54.5%,"18,465",12.8%,437.7%,124260,388.3%
Euro Stoxx,Future,Equity,Germany,Europe,Eurex,Eurex,"69,088",455.2%,188.3%,252594,91.8%,"18,564",-14.1%,142.0%,143860,50.3%
Euro Stoxx Utilities,Future,Equity,Germany,Europe,Eurex,Eurex,"70,312",280.5%,43.4%,302882,-18.2%,"18,639",-4.0%,15.8%,170963,24.9%
MSCI World (OMWP),Option,Equity,Germany,Europe,Eurex,Eurex,"3,786",,-26.3%,10841,110.9%,"18,981",24.9%,269.3%,140351,2630.6%
Euro Stoxx Insurance,Option,Equity,Germany,Europe,Eurex,Eurex,"3,930",-24.9%,675.1%,21042,-65.9%,"19,363",-8.5%,103.1%,138742,7.1%
MSCI Canada GTR (USD)(FMGC),Future,Equity,Germany,Europe,Eurex,Eurex,"36,870",1353.9%,,163103,,"20,169",-4.7%,,214354,
Euro Stoxx 50 Index (USD) (FESQ),Future,Equity,Germany,Europe,Eurex,Eurex,154,15300.0%,-48.3%,73393,158.8%,"20,332",0.0%,181.1%,200895,134.2%
Stoxx Europe 600 Telecom,Future,Equity,Germany,Europe,Eurex,Eurex,"89,735",283.5%,26.1%,453650,29.1%,"20,937",4.9%,17.9%,188330,23.3%
Stoxx Europe 600 Insurance,Future,Equity,Germany,Europe,Eurex,Eurex,"66,672",194.9%,6.0%,496558,25.9%,"21,890",-5.6%,106.4%,280653,92.9%
MSCI UK NTR (USD) (FMDK),Future,Equity,Germany,Europe,Eurex,Eurex,"42,176",,,80601,,"21,923",38.9%,,95441,
MSCI Thailand,Future,Equity,Germany,Europe,Eurex,Eurex,"35,993",77.2%,480.3%,151734,2346.1%,"22,392",-19.8%,432.8%,225689,4760.8%
ATX,Future,Equity,Germany,Europe,Eurex,Eurex,"51,592",6285.1%,-44.1%,197831,-30.6%,"22,425",-4.0%,-45.8%,239828,-33.6%
Euro Stoxx Banks Index Dividend,Future,Equity,Germany,Europe,Eurex,Eurex,"8,650",166.2%,394.3%,20935,317.9%,"23,024",46.9%,204.4%,123386,152.5%
MSCI World (FMWN),Future,Equity,Germany,Europe,Eurex,Eurex,"135,632",118.8%,-32.1%,740190,-20.3%,"23,091",-73.0%,-80.4%,832456,21.2%
Euro Stoxx Mid,Future,Equity,Germany,Europe,Eurex,Eurex,"75,471",808.0%,564.0%,314892,340.2%,"23,461",-33.0%,1636.6%,233279,294.5%
MSCI Europe (FMEF),Future,Equity,Germany,Europe,Eurex,Eurex,"5,788",-70.7%,558.5%,57329,1731.0%,"24,185",-24.9%,3082.2%,116177,3444.1%
MSCI Indonesia,Future,Equity,Germany,Europe,Eurex,Eurex,"28,766",10.6%,385.9%,137492,1516.6%,"24,455",-9.0%,331.5%,196341,592.7%
Stoxx Europe 600 Basic Resources,Option,Equity,Germany,Europe,Eurex,Eurex,"24,882",60.7%,21.1%,179847,-37.8%,"25,333",14.4%,-24.3%,241304,-36.2%
Stoxx Europe 50 Index,Future,Equity,Germany,Europe,Eurex,Eurex,"113,085",425.6%,19.7%,580342,-7.4%,"26,260",-24.0%,19.8%,280451,1.0%
All Options on Russian Equities,Option,Equity,Germany,Europe,Eurex,Eurex,"3,559",-13.1%,-97.3%,221797,-46.1%,"27,091",-1.6%,-89.1%,455359,-63.5%
Stoxx Europe Small 200,Future,Equity,Germany,Europe,Eurex,Eurex,"104,578",1661.2%,-5.8%,414797,-21.7%,"27,114",-12.6%,-24.6%,303563,-11.2%
Stoxx Europe 600 Automobiles & Parts,Option,Equity,Germany,Europe,Eurex,Eurex,"20,385",285.0%,100.0%,77338,-25.1%,"27,224",31.0%,89.0%,135728,20.3%
Euro Stoxx Select Dividend 30 Index,Future,Equity,Germany,Europe,Eurex,Eurex,"69,827",974.3%,-6.4%,364740,49.6%,"27,269",-5.3%,-7.6%,292051,26.0%
Stoxx Europe 600 Automobiles & Parts,Future,Equity,Germany,Europe,Eurex,Eurex,"140,629",159.6%,128.2%,517158,52.9%,"29,686",-3.4%,191.9%,184300,66.5%
MSCI North America NTR (USD) (FMNA),Future,Equity,Germany,Europe,Eurex,Eurex,"60,073",1432.1%,,107999,,"30,085",81.4%,,86118,
Euro Stoxx 50 Index - 2nd Friday,Option,Equity,Germany,Europe,Eurex,Eurex,"298,218",24.7%,-30.4%,2933230,2.6%,"30,399",-38.3%,51.1%,447173,27.1%
MSCI EAFE Price Index (OMFP),Option,Equity,Germany,Europe,Eurex,Eurex,"6,318",-64.8%,,33530,,"31,740",23.8%,,68508,
MSCI Australia (FMAU),Future,Equity,Germany,Europe,Eurex,Eurex,"61,172",549.9%,356.4%,191295,1306.2%,"33,529",24.2%,332.7%,229812,2757.6%
3 Month Euribor,Future,Interest Rates,Germany,Europe,Eurex,Eurex,"7,711",6.4%,-21.3%,60126,-56.8%,"36,225",-9.0%,-51.3%,521274,-22.8%
MSCI Emerging Markets Latin America,Future,Equity,Germany,Europe,Eurex,Eurex,"81,686",421.5%,5549.1%,230070,3307.9%,"36,643",0.9%,1724.9%,237960,4641.2%
MSCI World (FMWO),Future,Equity,Germany,Europe,Eurex,Eurex,"111,832",218.5%,311.8%,516052,201.1%,"39,375",1.4%,288.2%,351417,208.2%
Stoxx Europe 600 Utilities,Future,Equity,Germany,Europe,Eurex,Eurex,"159,928",439.8%,109.3%,642145,95.9%,"44,645",7.9%,81.3%,348028,68.4%
RDX USD Index,Future,Equity,Germany,Europe,Eurex,Eurex,"88,517",66.6%,-27.8%,601503,-23.3%,"49,180",-21.7%,-27.1%,534361,-21.1%
Stoxx Europe 600 Basic Resources,Future,Equity,Germany,Europe,Eurex,Eurex,"242,590",225.2%,23.5%,1179015,15.7%,"49,197",-38.4%,18.2%,550827,96.8%
MSCI Emerging Markets NTR (USD) (OMEM),Option,Equity,Germany,Europe,Eurex,Eurex,"21,059",21.2%,134.7%,164668,20.1%,"52,434",-39.6%,98.6%,593221,134.5%
Stoxx Europe 600 Oil & Gas,Future,Equity,Germany,Europe,Eurex,Eurex,"231,268",141.7%,-12.7%,1335479,-7.7%,"52,676",-5.3%,-1.0%,476911,-4.9%
MSCI World,Option,Equity,Germany,Europe,Eurex,Eurex,"23,429",63.3%,1724.7%,277629,139.6%,"53,578",-25.2%,-4.2%,700462,98.2%
MSCI Emerging Markets USD (OMEF),Option,Equity,Germany,Europe,Eurex,Eurex,"22,197",15.4%,240.3%,99539,71.3%,"55,258",33.7%,694.9%,223005,107.2%
MSCI Europe,Future,Equity,Germany,Europe,Eurex,Eurex,"172,142",432.6%,-59.6%,1075152,-21.1%,"57,474",-50.5%,-67.6%,1253502,7.3%
MSCI Emerging Markets EMEA,Future,Equity,Germany,Europe,Eurex,Eurex,"82,623",53.1%,1362.4%,299585,3400.6%,"61,055",-27.3%,1579.6%,383370,4630.0%
MSCI Europe NTR (USD) (FMED),Future,Equity,Germany,Europe,Eurex,Eurex,"52,990",-5.6%,51851.0%,299613,59822.6%,"66,736",-36.3%,107538.7%,469097,97021.5%
Stoxx Europe 600 Banks,Option,Equity,Germany,Europe,Eurex,Eurex,"14,379",84.4%,-79.7%,155051,-70.1%,"80,175",4.4%,-31.9%,655668,-33.6%
MSCI Emerging Markets,Future,Equity,Germany,Europe,Eurex,Eurex,"124,458",888.2%,10429.4%,371054,645.0%,"85,583",-1.0%,11235.5%,486222,892.4%
Stoxx Europe 600 Oil & Gas,Option,Equity,Germany,Europe,Eurex,Eurex,"48,984",193.5%,136.6%,281295,-16.9%,"106,911",-30.2%,13.0%,971514,11.6%
MSCI China Free,Future,Equity,Germany,Europe,Eurex,Eurex,"55,412",-67.4%,4.1%,607338,583.3%,"114,576",1.3%,246.5%,767061,355.0%
MSCI Japan Index,Future,Equity,Germany,Europe,Eurex,Eurex,"101,047",-27.8%,326.3%,733131,2841.5%,"118,624",-11.8%,750.1%,863006,5820.3%
DAX,Future,Equity,Germany,Europe,Eurex,Eurex,"1,878,979",-2.5%,-30.0%,16246902,-23.2%,"120,193",-6.2%,-3.2%,1322896,13.0%
Euro Stoxx Select Dividend 30 Index,Option,Equity,Germany,Europe,Eurex,Eurex,"2,000",-60.0%,-82.4%,119900,389.8%,"129,930",0.0%,499.3%,1074370,1715.4%
Stoxx Europe 600 Banks,Future,Equity,Germany,Europe,Eurex,Eurex,"495,538",278.1%,-11.9%,2590476,8.9%,"139,401",17.9%,35.0%,1211961,60.7%
Euro Stoxx 50 Index - 1st Friday,Option,Equity,Germany,Europe,Eurex,Eurex,"224,915",-60.8%,-8.3%,3835213,41.3%,"141,158",-36.8%,1.2%,1687742,48.7%
All Options on Belgian Equities,Option,Equity,Germany,Europe,Eurex,Eurex,"42,002",-25.0%,-38.2%,471114,7.8%,"148,184",-10.7%,4.6%,1304615,-1.7%
Stoxx Europe 600,Option,Equity,Germany,Europe,Eurex,Eurex,"1,216",-98.6%,-39.6%,349706,503.7%,"164,006",-8.6%,562.4%,1233876,471.7%
All Options on Austrian Equities,Option,Equity,Germany,Europe,Eurex,Eurex,"41,759",-23.8%,42.3%,437927,22.4%,"179,467",-11.2%,96.3%,1583347,65.3%
Swiss Market Index (SMI),Future,Equity,Germany,Europe,Eurex,Eurex,"1,282,363",84.5%,-8.4%,8321065,-11.5%,"197,679",8.0%,16.4%,1874484,11.1%
Euro Stoxx 50 Index Total Return (TESX),Future,Equity,Germany,Europe,Eurex,Eurex,"75,192",56.9%,,290850,,"198,923",24.2%,,932564,
Short Term Euro-BTP,Future,Interest Rates,Germany,Europe,Eurex,Eurex,"1,391,346",92.8%,111.7%,8740559,80.7%,"205,997",-16.0%,148.9%,1981651,151.1%
Euro-Buxl,Future,Interest Rates,Germany,Europe,Eurex,Eurex,"1,504,006",69.3%,8.0%,10652736,30.3%,"207,370",-11.3%,44.1%,1839700,59.1%
MSCI Emerging Markets Asia,Future,Equity,Germany,Europe,Eurex,Eurex,"62,087",-77.9%,-53.3%,1109434,195.8%,"212,513",-30.4%,127.5%,1527667,409.1%
RDX USD Index,Option,Equity,Germany,Europe,Eurex,Eurex,"71,480",35.8%,18.2%,414492,-12.8%,"246,837",4.9%,-23.3%,2096769,-19.9%
Stoxx Europe 600,Future,Equity,Germany,Europe,Eurex,Eurex,"1,439,085",110.6%,-16.6%,8665884,-3.2%,"275,787",3.6%,-19.8%,2579516,-6.6%
Euro-BTP,Future,Interest Rates,Germany,Europe,Eurex,Eurex,"2,853,619",75.4%,-6.7%,22125390,7.8%,"317,391",-15.1%,21.1%,3383903,43.3%
Mini VSTOXX,Future,Equity,Germany,Europe,Eurex,Eurex,"896,417",-30.4%,-0.5%,10105414,42.5%,"322,770",17.8%,9.3%,2850399,58.5%
VSTOXX (OVS2),Option,Equity,Germany,Europe,Eurex,Eurex,"273,978",89.3%,,579002,,"335,839",77.3%,,776690,
Euro-OAT,Future,Interest Rates,Germany,Europe,Eurex,Eurex,"3,625,413",51.0%,13.2%,28138887,41.1%,"435,448",-26.1%,58.3%,4926422,137.8%
Euro-Bobl,Option,Interest Rates,Germany,Europe,Eurex,Eurex,"939,109",19.0%,-34.4%,10552242,80.9%,"462,342",1.3%,2.2%,5135889,132.6%
Euro-Schatz,Option,Interest Rates,Germany,Europe,Eurex,Eurex,"512,402",-31.9%,-31.2%,14675434,68.0%,"583,198",2.7%,65.2%,9142430,119.4%
Swiss Market Index (SMI),Option,Equity,Germany,Europe,Eurex,Eurex,"295,615",19.8%,10.3%,2913242,0.7%,"797,118",0.5%,25.6%,7112756,24.6%
Euro Stoxx 50 Index Dividend,Future,Equity,Germany,Europe,Eurex,Eurex,"358,481",16.2%,-11.3%,3174481,-28.7%,"838,660",-1.0%,-17.7%,7102618,-16.3%
Euro-Bund,Option,Interest Rates,Germany,Europe,Eurex,Eurex,"3,212,987",-3.2%,1.0%,33031034,32.7%,"941,124",-0.4%,18.8%,9889386,38.6%
Euro Stoxx Banks,Future,Equity,Germany,Europe,Eurex,Eurex,"6,240,188",125.7%,28.9%,42764666,35.6%,"1,163,518",-0.6%,65.6%,9460581,50.1%
Euro Stoxx 50 Index Dividend,Option,Equity,Germany,Europe,Eurex,Eurex,"79,840",156.3%,-9.2%,806852,-16.9%,"1,224,822",3.2%,-8.1%,10189849,-4.1%
Euro-Schatz,Future,Interest Rates,Germany,Europe,Eurex,Eurex,"8,897,201",57.3%,-0.7%,64437766,24.6%,"1,247,319",-17.5%,18.7%,11652667,25.0%
Euro-Bobl,Future,Interest Rates,Germany,Europe,Eurex,Eurex,"13,505,842",70.2%,-3.7%,101687741,6.2%,"1,436,203",-3.1%,17.3%,12177524,20.1%
Euro-Bund,Future,Interest Rates,Germany,Europe,Eurex,Eurex,"18,644,768",47.9%,-4.9%,148641372,10.7%,"1,700,053",-10.0%,11.2%,16230204,28.3%
Dax,Option,Equity,Germany,Europe,Eurex,Eurex,"1,474,137",-22.5%,-28.6%,16927964,-20.8%,"1,826,062",-12.5%,-20.4%,18671868,-16.0%
All Options on Spanish Equities,Option,Equity,Germany,Europe,Eurex,Eurex,"328,211",-19.7%,-57.3%,4384071,-21.7%,"2,272,234",-10.6%,-32.5%,22276590,-6.9%
All Options on Italian Equities,Option,Equity,Germany,Europe,Eurex,Eurex,"438,644",8.4%,-37.0%,4097255,-17.5%,"2,322,364",-5.0%,-4.8%,20005688,21.2%
All Options on Finnish Equities,Option,Equity,Germany,Europe,Eurex,Eurex,"635,615",97.6%,20.7%,5458579,-28.2%,"2,489,310",5.6%,18.9%,21256865,3.5%
Single Stock Dividend,Future,Equity,Germany,Europe,Eurex,Eurex,"238,709",-22.9%,-20.6%,3059376,20.1%,"2,748,463",3.8%,18.2%,20666490,16.7%
Euro Stoxx 50 Index,Future,Equity,Germany,Europe,Eurex,Eurex,"28,201,078",40.8%,-25.8%,215803667,-27.1%,"3,381,308",-5.9%,-6.8%,33995181,-5.5%
All Options on Dutch Equities,Option,Equity,Germany,Europe,Eurex,Eurex,"1,092,098",38.4%,20.9%,10252746,16.2%,"3,692,284",-2.1%,20.5%,32621193,21.7%
Euro Stoxx Banks,Option,Equity,Germany,Europe,Eurex,Eurex,"2,200,157",44.7%,-5.9%,26850987,41.9%,"3,835,039",-8.1%,10.6%,39770120,48.9%
All Futures on Individual Equities,Future,Equity,Germany,Europe,Eurex,Eurex,"5,428,369",249.9%,25.4%,81791967,-3.4%,"5,410,167",-6.7%,44.2%,62009448,34.9%
All Options on French Equities,Option,Equity,Germany,Europe,Eurex,Eurex,"2,150,942",39.8%,5.0%,16638323,1.0%,"7,949,682",-1.3%,18.3%,65287403,19.4%
All Options on Swiss Equities,Option,Equity,Germany,Europe,Eurex,Eurex,"3,442,916",12.3%,10.8%,32498607,-4.5%,"11,368,702",-2.5%,2.2%,104364584,1.9%
All Options on German Equities,Option,Equity,Germany,Europe,Eurex,Eurex,"6,225,609",13.3%,-14.2%,53961113,-14.0%,"18,794,382",-1.0%,-1.2%,156492934,-4.4%
Euro Stoxx 50 Index,Option,Equity,Germany,Europe,Eurex,Eurex,"18,690,147",-7.5%,-17.0%,201416660,-8.1%,"32,066,743",-6.4%,2.0%,301350074,5.8%
iShares Euro Stoxx 50 UCITS ETF (Dist) (Weekly),Option,Equity,United Kingdom,Europe,Euronext Derivatives Market,Euronext,11,-86.9%,,1357,,0,-100.0%,,205,
Nitrogen Fertiliser Solution,Future,Other,United Kingdom,Europe,Euronext Derivatives Market,Euronext,11,-54.2%,,289,,0,-100.0%,,304,
iShares MSCI Emerging Markets UCITS ETF (Dist) (Weekly),Option,Equity,United Kingdom,Europe,Euronext Derivatives Market,Euronext,1,-87.5%,,35,,1,-83.3%,,12,
CAC 40 (Weekly),Option,Equity,United Kingdom,Europe,Euronext Derivatives Market,Euronext,178,256.0%,-96.0%,15801,-65.9%,6,0.0%,-98.8%,1883,-59.7%
AEX Mini,Future,Equity,United Kingdom,Europe,Euronext Derivatives Market,Euronext,489,-60.6%,-96.0%,11288,-81.0%,38,-35.6%,-29.6%,543,-24.4%
CAC 40 Mini,Future,Equity,United Kingdom,Europe,Euronext Derivatives Market,Euronext,335,-34.3%,-86.9%,5079,-56.7%,57,67.6%,-73.2%,605,-40.9%
Bel 20 Index (BXF),Future,Equity,United Kingdom,Europe,Euronext Derivatives Market,Euronext,130,-11.6%,3.2%,2192,-20.3%,62,67.6%,29.2%,581,-35.3%
iShares Core FTSE 100 UCITS ETF (Dist),Option,Equity,United Kingdom,Europe,Euronext Derivatives Market,Euronext,0,,,137,,106,-0.9%,,870,
iShares MSCI World UCITS ETF (Dist),Option,Equity,United Kingdom,Europe,Euronext Derivatives Market,Euronext,74,-37.8%,146.7%,4026,802.7%,203,3.6%,103.0%,3008,133.9%
